Sentence,Manual,GeminiFew
"منحدر ""فولوديميرسكي"" واحد من أشهر الطرق التاريخية المرصوفة بالأحجار القديمة وسط كييف يضم على أحد جنباته مبنى ""فلسطين"".",0,0
هل يمكن توضيح تأثير التكنولوجيا على خصوصية الأفراد وتأثير التكنولوجيا على أمان بياناتهم؟,0,0
قيمة الزيادة في احتياطي النقد الأجنبي خلال شهر أكتوبر تقدر بنحو 130 مليون دولار.,0,0
يجب أن نتذكر أنه لا تزال لديه قاعدة قوية داخل إسرائيل التي ربما لا تزال داعمة له وقد يخسر نتنياهو الانتخابات المقبلة,0,0
"أعلن البنك المركزي المصري اليوم الخميس، أن صافي الاحتياطيات الدولية ارتفع ليسجل 35.1 مليار دولار أمريكي في نهاية أكتوبر 2023.",0,0
بعدم مشاركة المعلومات الشخصية.,1,1
سبق أن نشرنا إعلانا عن سيارة فورد تاونس موديل 1962 و إعلانا آخر عن سيارة فورد جالاكسي.,0,1
نقيم أداءنا في العمل باستمرار تحسين مهاراتنا.,0,0
"أفضت إلى كشف عمليات احتيالية تظهر وجود المواد الغذائية ولكن فقط على الورق، أما على أرض الواقع فلا.",1,1
باختيار الوجهة المفضلة لدينا.,1,1
الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ؟,1,1
في المرة الأولى تساهلت معك ولكن الآن فلا,1,1
"محمد يستطيع أن يذهب بمفرده، حتى محمود يستطيع أن يذهب بمفرده",0,0
المسافر يفطر نعم ولكن متى ؟,1,1
في الأعياد الوطنية.,1,1
نحن نأكل في المطعم وهم في البيت,1,1
من خلال الحوافز.,1,1
تناول الاجتماع كذلك تحديد فئات الجائزة والتى تم تحديدها بمنح الجوائز لأفضل مدير عام.,0,0
أنا أشاهد الأفلام الرومانسية وهم يشاهدون أفلام الرعب,0,0
أتحداك أن تعرف الإجابة عشرة ألغاز خادعة لن تستطيع حلها مهما حاولت.,1,0
بالطائرة أو القطار.,1,1
الثقافة والفنون تعكسان هويتنا والثقافة والفنون تثريان حضارتنا.,0,0
"هذا إقتراح بسيط كحل أراه حل عملى لهذه المشكلة وهو تمويل البحث العلمى, ولكن كيف نمول البحث العلمي؟",0,0
الثقافة المحلية تمثل جزءًا هامًا من التراث والثقافة المحلية تعكس تنوع الثقافة الوطنية.,0,0
الكواكب الصغيرة تحمل أسرارًا عن تكوين النظام الشمسي.,0,0
"كانت المنطقة تعيش حالة من الفقر، وكذلك الناس كانوا يعيشون في حالة من الفقر ؛ حيث لا شوارع معبدة ولا كهرباء.",0,0
القصة القصيرة تروي حكايات مميزة والقصة القصيرة تسلب الأنفاس.,0,0
حقوق المرأة والمساواة تعززان التنمية المستدامة.,0,0
"ستقع في مشاكل كل يوم بسبب الصلة بإسرائيل، فقال ولكن لماذا أقع في مشاكل؟",0,0
نعم السودان يمكنه أن يحقق طفرات ولكن كيف ؟,1,1
يجب توجيه جهود لتوفير استقبال جيد للمهاجرين.,0,0
بسقيها بانتظام.,1,1
هي طلبت فراخ وأنا لحم,1,1
والآن تخرج زوجي ولكنني لازلت أدرس وكذلك أولادي.,1,1
نستخدم لإصلاح الأشياء المكسورة الغراء أو البراغي.,0,0
حيث أنني أحببت صديق أخي لمدة وهو كذلك.,1,1
هل تؤيد قيادة المرأة للسيارة و لماذا ؟,1,1
قيصر تشين هو مؤسس الإمبراطورية الصينية.,0,0
العمل التطوعي يمكن أن يساهم في تعزيز التفاهم ويمكن أن يساهم في بناء المجتمعات الأفضل.,0,0
فبراير هو الشهر الذي يأتي بعد شهر يناير.,0,0
تجوب لجان المتابعة الأسواق للتأكد من مدى توافر كافة السلع الغذائية فى المنافذ.,0,0
هل من الممكن نقل البيض إلى حوض آخر؟ و كيف يمكن نقله إلى حوض آخر؟,0,0
نقوم بإيداع أموالنا في البنك أو المحفظة الإلكترونية.,0,0
من المحتمل أن تعمل الأزمة الحالية على إعادة صياغة العولمة بطريقة أو بأخرى. ولكن كيف تعمل الأزمة الحالية على إعادة صياغة العولمة بطريقة أو بأخرى؟,0,0
بحضور العروض والمعارض.,1,1
بتخصيص الوقت للأسرة والاسترخاء.,1,1
ما هي أفضل الممارسات للحفاظ على المعالم الثقافية والمعالم البيئية أثناء السفر؟,0,0
"كل شيء مزيف يمكن التحكم به... الزواج يمكن التحكم به، أما الحب فلا يمكن التحكم به.",0,0
إن كل قبيلة تميزت بلهجة معينة مختلفة من غيرها من القبائل العربية.,0,0
ولا يخفي عليكم بأنها منطقة عشوائية وأخي الأكبر متزوج ويسكن بنفس العقار والأصغر كذلك يسكن بنفس العقار.,0,0
يمكننا تعزيز التعاون بين الموظفين من خلال الحوافز.,0,0
الاعتماد على وسائل التواصل في الأخبار والإعلام يتزايد.,0,0
الخوارزمي,1,1
بالتقليل من الاستهلاك.,1,1
هل أنت فعلا أم ناصر أم هذا مجرد لقب؟ كيف تم التشخيص بالتوحد و أين تم التشخيص؟,0,0
كذلك ما انفكت اسرائيل تهاجم وتقصف مدناً سورية ومدناً أخرى في الجنوب اللبناني.,0,1
الأردن تشتهر بالأدب العربي والجزائر بالأدب الأمازيغي,1,1
أبراهام لينكولن هو الرئيس الأمريكي الذي أصدر إعلان التحرير.,0,0
كانت كل يوم تغير مكانها... للأسف فقط جلوسها أمامي يسبب لها الوجع ولكن الأماكن الأخرى فلا!,1,1
"وقد أصدرت أعداداً ممتازة عن مشكلات التعليم الديني، و أعدادًا أخرى عن الفتوى وصناعة المفتي",0,1
اللون الثالث في الطيف الضوئي هو الأخضر.,0,0
تمتلك الهند واحدة من أكبر شبكات السكك الحديد في العالم.,0,0
"تي إس إليوت هو مؤلف ""الأرض الخراب"".",0,0
هم يزورون الشواطئ ونحن الجبال,1,1
أنا أحب الشوكولاتة وهي تحب الفانيليا,0,0
هم يلعبون كرة الطاولة ونحن كرة القدم,1,1
أوكتافيان,1,1
يمكننا تعزيز الاستدامة بالمحافظة على الموارد الطبيعية.,0,0
الفندق مريح جداً وفخم والموقع ممتاز وقريب من السنتر وكذلك من البحيرة والميناء الرئيسي للسفر,1,1
في المكتبة أو المعرض.,1,1
جوزيف ستالين,1,1
في الكتب والإنترنت.,1,1
ردوا بأنهم لا يريدون مضيفن سوريين اما مضيفات فممكن أن يريدوهم,0,0
"قال وزير البترول والغاز الطبيعي في الهند في مقابلة مع ""العربية""، إن الوقود الحيوي له دور مهم.",0,0
"فقال: ""إن العالم يعاملني معاملة طيبة، أما الناس الذين فيه فلا يعاملونني معاملة طيبة"".",0,0
الاقتصاد العالمي يتأثر بالأزمات الاقتصادية والاقتصاد العالمي يحتاج إلى استقرار.,0,0
"فالمرأة إنسانٌ راشدٌ، ومسؤولة عن أفعالها بشكل كامل والرجل كذلك إنسان راشد ومسؤول عن أفعاله.",0,0
أنا أدرس الكيمياء وهو البيولوجيا,1,1
التعليم عن بعد أصبح أكثر إمكانية من خلال وسائل التواصل الاجتماعي.,0,0
"رأيت شخصاً طلب من موقع تشات جي بي تي أن ينتج قصيدة تمدح دونالد ترامب ، لكنه رفض.",1,0
"ولن تحصل على هوية بأقل ، وأظنك حاولت أن تحصل على هوية بأقل ، ألم تحاول أن تحصل على هوية بأقل ؟",0,0
